y_true,probs,account_id,y_pred,profit,conf,threshold,interest_rate
0.0,0.015292045,3747.0,1,0.0,fn,0.0,0.01
0.0,0.02014523,3752.0,1,0.0,fn,0.0,0.01
0.0,0.0017827757,3754.0,1,0.0,fn,0.0,0.01
0.0,0.011609228,3804.0,1,0.0,fn,0.0,0.01
0.0,0.0051018293,3834.0,1,0.0,fn,0.0,0.01
1.0,0.42918336,3859.0,1,0.0,tp,0.0,0.01
0.0,0.009990124,3862.0,1,0.0,fn,0.0,0.01
0.0,0.021809876,3875.0,1,0.0,fn,0.0,0.01
0.0,0.00854793,3906.0,1,0.0,fn,0.0,0.01
0.0,0.36693704,3907.0,1,0.0,fn,0.0,0.01
0.0,0.03540235,3916.0,1,0.0,fn,0.0,0.01
0.0,0.00891266,3942.0,1,0.0,fn,0.0,0.01
0.0,0.14001401,3953.0,1,0.0,fn,0.0,0.01
1.0,0.16429001,3967.0,1,0.0,tp,0.0,0.01
0.0,0.026716791,4033.0,1,0.0,fn,0.0,0.01
0.0,0.0021873447,4052.0,1,0.0,fn,0.0,0.01
0.0,0.007976373,4079.0,1,0.0,fn,0.0,0.01
1.0,0.5092653,4081.0,1,0.0,tp,0.0,0.01
0.0,0.0007954907,4099.0,1,0.0,fn,0.0,0.01
0.0,0.081233434,4116.0,1,0.0,fn,0.0,0.01
1.0,0.99619955,4127.0,1,0.0,tp,0.0,0.01
0.0,0.0043524853,4144.0,1,0.0,fn,0.0,0.01
0.0,0.004015071,4190.0,1,0.0,fn,0.0,0.01
0.0,0.012194041,4259.0,1,0.0,fn,0.0,0.01
0.0,0.011236335,4260.0,1,0.0,fn,0.0,0.01
0.0,0.0012736728,4268.0,1,0.0,fn,0.0,0.01
0.0,0.05815995,4293.0,1,0.0,fn,0.0,0.01
1.0,0.98979306,4320.0,1,0.0,tp,0.0,0.01
0.0,0.004670484,4337.0,1,0.0,fn,0.0,0.01
0.0,0.0027531087,4342.0,1,0.0,fn,0.0,0.01
0.0,0.0021111981,4354.0,1,0.0,fn,0.0,0.01
0.0,0.0020562264,4361.0,1,0.0,fn,0.0,0.01
0.0,0.0019446153,4413.0,1,0.0,fn,0.0,0.01
0.0,0.003421476,4414.0,1,0.0,fn,0.0,0.01
0.0,0.0016724914,4415.0,1,0.0,fn,0.0,0.01
0.0,0.004895507,4423.0,1,0.0,fn,0.0,0.01
0.0,0.006237723,4427.0,1,0.0,fn,0.0,0.01
0.0,0.014903066,4447.0,1,0.0,fn,0.0,0.01
0.0,0.0044527636,4448.0,1,0.0,fn,0.0,0.01
0.0,0.034667246,4456.0,1,0.0,fn,0.0,0.01
1.0,0.74612254,4462.0,1,0.0,tp,0.0,0.01
0.0,0.002803941,4467.0,1,0.0,fn,0.0,0.01
0.0,0.0016479039,4473.0,1,0.0,fn,0.0,0.01
0.0,0.0021182015,4476.0,1,0.0,fn,0.0,0.01
0.0,0.007852173,4503.0,1,0.0,fn,0.0,0.01
0.0,0.02179118,4533.0,1,0.0,fn,0.0,0.01
0.0,0.003552043,4550.0,1,0.0,fn,0.0,0.01
0.0,0.06200503,4576.0,1,0.0,fn,0.0,0.01
0.0,0.0028310297,4580.0,1,0.0,fn,0.0,0.01
0.0,0.019818736,4585.0,1,0.0,fn,0.0,0.01
0.0,0.003212173,4616.0,1,0.0,fn,0.0,0.01
1.0,0.26050746,4618.0,1,0.0,tp,0.0,0.01
0.0,0.47768015,4626.0,1,0.0,fn,0.0,0.01
0.0,0.0013903792,4631.0,1,0.0,fn,0.0,0.01
0.0,0.30675218,4650.0,1,0.0,fn,0.0,0.01
0.0,0.010885686,4660.0,1,0.0,fn,0.0,0.01
0.0,0.001970725,4681.0,1,0.0,fn,0.0,0.01
0.0,0.009014011,4715.0,1,0.0,fn,0.0,0.01
0.0,0.020729208,4725.0,1,0.0,fn,0.0,0.01
0.0,0.0120643405,4727.0,1,0.0,fn,0.0,0.01
0.0,0.02071591,4746.0,1,0.0,fn,0.0,0.01
0.0,0.06686903,4774.0,1,0.0,fn,0.0,0.01
0.0,0.0034145422,4784.0,1,0.0,fn,0.0,0.01
1.0,0.778868,4794.0,1,0.0,tp,0.0,0.01
0.0,0.005520446,4803.0,1,0.0,fn,0.0,0.01
0.0,0.0036265359,4825.0,1,0.0,fn,0.0,0.01
0.0,0.019368438,4851.0,1,0.0,fn,0.0,0.01
0.0,0.18162113,4852.0,1,0.0,fn,0.0,0.01
1.0,0.99702543,4858.0,1,0.0,tp,0.0,0.01
0.0,0.00332221,4863.0,1,0.0,fn,0.0,0.01
0.0,0.014302605,4894.0,1,0.0,fn,0.0,0.01
0.0,0.001926897,4907.0,1,0.0,fn,0.0,0.01
0.0,0.0026510288,4937.0,1,0.0,fn,0.0,0.01
0.0,0.19112286,4948.0,1,0.0,fn,0.0,0.01
0.0,0.009233323,4949.0,1,0.0,fn,0.0,0.01
0.0,0.15406097,4969.0,1,0.0,fn,0.0,0.01
0.0,0.004953527,4981.0,1,0.0,fn,0.0,0.01
0.0,0.514176,4994.0,1,0.0,fn,0.0,0.01
1.0,0.9930507,4995.0,1,0.0,tp,0.0,0.01
0.0,0.002219792,4999.0,1,0.0,fn,0.0,0.01
0.0,0.08276535,5001.0,1,0.0,fn,0.0,0.01
0.0,0.006335018,5033.0,1,0.0,fn,0.0,0.01
1.0,0.0051857065,5066.0,1,0.0,tp,0.0,0.01
0.0,0.01617597,5072.0,1,0.0,fn,0.0,0.01
0.0,0.0013124357,5118.0,1,0.0,fn,0.0,0.01
0.0,0.049026515,5120.0,1,0.0,fn,0.0,0.01
0.0,0.0038199935,5126.0,1,0.0,fn,0.0,0.01
0.0,0.003569608,5133.0,1,0.0,fn,0.0,0.01
0.0,0.006141706,5164.0,1,0.0,fn,0.0,0.01
0.0,0.0062076077,5180.0,1,0.0,fn,0.0,0.01
0.0,0.1383256,5181.0,1,0.0,fn,0.0,0.01
0.0,0.00402688,5196.0,1,0.0,fn,0.0,0.01
1.0,0.19879206,5213.0,1,0.0,tp,0.0,0.01
0.0,0.0012566778,5215.0,1,0.0,fn,0.0,0.01
0.0,0.002205049,5228.0,1,0.0,fn,0.0,0.01
0.0,0.007691676,5256.0,1,0.0,fn,0.0,0.01
0.0,0.028973693,5263.0,1,0.0,fn,0.0,0.01
1.0,0.989292,5267.0,1,0.0,tp,0.0,0.01
0.0,0.023248356,5269.0,1,0.0,fn,0.0,0.01
0.0,0.035211135,5270.0,1,0.0,fn,0.0,0.01
0.0,0.028078828,5283.0,1,0.0,fn,0.0,0.01
0.0,0.6522214,5305.0,1,0.0,fn,0.0,0.01
0.0,0.044860296,5313.0,1,0.0,fn,0.0,0.01
0.0,0.07205299,5317.0,1,0.0,fn,0.0,0.01
0.0,0.0017822024,5358.0,1,0.0,fn,0.0,0.01
0.0,0.0065650423,5362.0,1,0.0,fn,0.0,0.01
0.0,0.35932955,5385.0,1,0.0,fn,0.0,0.01
0.0,0.008770234,5395.0,1,0.0,fn,0.0,0.01
0.0,0.012684032,5422.0,1,0.0,fn,0.0,0.01
1.0,0.009939825,5428.0,1,0.0,tp,0.0,0.01
1.0,0.99531037,5442.0,1,0.0,tp,0.0,0.01
0.0,0.0031653952,5445.0,1,0.0,fn,0.0,0.01
0.0,0.0013424808,5477.0,1,0.0,fn,0.0,0.01
0.0,0.010843875,5481.0,1,0.0,fn,0.0,0.01
0.0,0.06698431,5541.0,1,0.0,fn,0.0,0.01
0.0,0.4651044,5572.0,1,0.0,fn,0.0,0.01
0.0,0.0032131914,5574.0,1,0.0,fn,0.0,0.01
0.0,0.0015602814,5591.0,1,0.0,fn,0.0,0.01
0.0,0.023954006,5593.0,1,0.0,fn,0.0,0.01
0.0,0.060231213,5602.0,1,0.0,fn,0.0,0.01
0.0,0.0042259353,5622.0,1,0.0,fn,0.0,0.01
0.0,0.0062562064,5628.0,1,0.0,fn,0.0,0.01
0.0,0.0022525738,5632.0,1,0.0,fn,0.0,0.01
0.0,0.002779451,5650.0,1,0.0,fn,0.0,0.01
0.0,0.002357752,5698.0,1,0.0,fn,0.0,0.01
1.0,0.021279247,5700.0,1,0.0,tp,0.0,0.01
0.0,0.012863706,5724.0,1,0.0,fn,0.0,0.01
1.0,0.99240196,5735.0,1,0.0,tp,0.0,0.01
0.0,0.013321906,5742.0,1,0.0,fn,0.0,0.01
0.0,0.010824706,5774.0,1,0.0,fn,0.0,0.01
0.0,0.011777227,5794.0,1,0.0,fn,0.0,0.01
0.0,0.0011553653,5837.0,1,0.0,fn,0.0,0.01
0.0,0.004094184,5891.0,1,0.0,fn,0.0,0.01
0.0,0.0020337773,5912.0,1,0.0,fn,0.0,0.01
1.0,0.010547006,5927.0,1,0.0,tp,0.0,0.01
0.0,0.0026292833,5944.0,1,0.0,fn,0.0,0.01
0.0,0.0012987135,5952.0,1,0.0,fn,0.0,0.01
0.0,0.0023413082,5991.0,1,0.0,fn,0.0,0.01
0.0,0.00068048754,6030.0,1,0.0,fn,0.0,0.01
1.0,0.08757211,6034.0,1,0.0,tp,0.0,0.01
0.0,0.002282775,6040.0,1,0.0,fn,0.0,0.01
1.0,0.19118747,6051.0,1,0.0,tp,0.0,0.01
0.0,0.007941548,6061.0,1,0.0,fn,0.0,0.01
0.0,0.002381819,6062.0,1,0.0,fn,0.0,0.01
1.0,0.97373384,6075.0,1,0.0,tp,0.0,0.01
1.0,0.124213904,6083.0,1,0.0,tp,0.0,0.01
0.0,0.072226435,6097.0,1,0.0,fn,0.0,0.01
1.0,0.005382334,6118.0,1,0.0,tp,0.0,0.01
0.0,0.006043812,6138.0,1,0.0,fn,0.0,0.01
0.0,0.0016253996,6148.0,1,0.0,fn,0.0,0.01
0.0,0.0063935015,6157.0,1,0.0,fn,0.0,0.01
1.0,0.9544126,6158.0,1,0.0,tp,0.0,0.01
0.0,0.028871149,6226.0,1,0.0,fn,0.0,0.01
0.0,0.03122596,6265.0,1,0.0,fn,0.0,0.01
0.0,0.012973458,6273.0,1,0.0,fn,0.0,0.01
0.0,0.003116457,6289.0,1,0.0,fn,0.0,0.01
0.0,0.0012793228,6353.0,1,0.0,fn,0.0,0.01
0.0,0.029204894,6358.0,1,0.0,fn,0.0,0.01
0.0,0.0011764074,6363.0,1,0.0,fn,0.0,0.01
0.0,0.002268251,6397.0,1,0.0,fn,0.0,0.01
1.0,0.050484736,6400.0,1,0.0,tp,0.0,0.01
0.0,0.001858786,6425.0,1,0.0,fn,0.0,0.01
0.0,0.008535945,6434.0,1,0.0,fn,0.0,0.01
0.0,0.0022854395,6440.0,1,0.0,fn,0.0,0.01
0.0,0.0022269345,6453.0,1,0.0,fn,0.0,0.01
0.0,0.0027937866,6461.0,1,0.0,fn,0.0,0.01
0.0,0.0021692426,6472.0,1,0.0,fn,0.0,0.01
1.0,0.039901048,6473.0,1,0.0,tp,0.0,0.01
0.0,0.0039627315,6495.0,1,0.0,fn,0.0,0.01
0.0,0.0047402866,6505.0,1,0.0,fn,0.0,0.01
0.0,0.012489541,6510.0,1,0.0,fn,0.0,0.01
0.0,0.0059684957,6555.0,1,0.0,fn,0.0,0.01
0.0,0.75496477,6592.0,1,0.0,fn,0.0,0.01
1.0,0.0025115018,6609.0,1,0.0,tp,0.0,0.01
0.0,0.014879723,6649.0,1,0.0,fn,0.0,0.01
0.0,0.042581514,6678.0,1,0.0,fn,0.0,0.01
0.0,0.0032453942,6686.0,1,0.0,fn,0.0,0.01
0.0,0.11706008,6688.0,1,0.0,fn,0.0,0.01
0.0,0.0042554433,6699.0,1,0.0,fn,0.0,0.01
0.0,0.014335696,6701.0,1,0.0,fn,0.0,0.01
0.0,0.0029637176,6706.0,1,0.0,fn,0.0,0.01
1.0,0.0019452262,6715.0,1,0.0,tp,0.0,0.01
0.0,0.002988086,6738.0,1,0.0,fn,0.0,0.01
0.0,0.0032938588,6792.0,1,0.0,fn,0.0,0.01
0.0,0.005403537,6856.0,1,0.0,fn,0.0,0.01
0.0,0.002590384,6902.0,1,0.0,fn,0.0,0.01
0.0,0.0016643489,6922.0,1,0.0,fn,0.0,0.01
0.0,0.001798357,6924.0,1,0.0,fn,0.0,0.01
0.0,0.0014619596,6930.0,1,0.0,fn,0.0,0.01
0.0,0.018013,6950.0,1,0.0,fn,0.0,0.01
0.0,0.0019835965,6985.0,1,0.0,fn,0.0,0.01
0.0,0.010323674,7045.0,1,0.0,fn,0.0,0.01
0.0,0.6490067,7049.0,1,0.0,fn,0.0,0.01
1.0,0.037929744,7052.0,1,0.0,tp,0.0,0.01
0.0,0.0041412064,7082.0,1,0.0,fn,0.0,0.01
0.0,0.032139443,7099.0,1,0.0,fn,0.0,0.01
0.0,0.0037757363,7123.0,1,0.0,fn,0.0,0.01
0.0,0.0031150575,7133.0,1,0.0,fn,0.0,0.01
0.0,0.005154645,7136.0,1,0.0,fn,0.0,0.01
0.0,0.0034833946,7156.0,1,0.0,fn,0.0,0.01
0.0,0.005645928,7176.0,1,0.0,fn,0.0,0.01
0.0,0.0012253218,7180.0,1,0.0,fn,0.0,0.01
0.0,0.0035929778,7181.0,1,0.0,fn,0.0,0.01
0.0,0.0025391055,7184.0,1,0.0,fn,0.0,0.01
0.0,0.0021225752,7190.0,1,0.0,fn,0.0,0.01
0.0,0.11296974,7240.0,1,0.0,fn,0.0,0.01
0.0,0.005644729,7262.0,1,0.0,fn,0.0,0.01
0.0,0.2004553,7274.0,1,0.0,fn,0.0,0.01
0.0,0.003866791,7401.0,1,0.0,fn,0.0,0.01
1.0,0.040606383,7418.0,1,0.0,tp,0.0,0.01
0.0,0.002609584,7424.0,1,0.0,fn,0.0,0.01
0.0,0.026898535,7437.0,1,0.0,fn,0.0,0.01
0.0,0.056636527,7445.0,1,0.0,fn,0.0,0.01
0.0,0.014605063,7454.0,1,0.0,fn,0.0,0.01
0.0,0.0025043304,7485.0,1,0.0,fn,0.0,0.01
0.0,0.00901713,7523.0,1,0.0,fn,0.0,0.01
0.0,0.1988189,7542.0,1,0.0,fn,0.0,0.01
0.0,0.0022835387,7546.0,1,0.0,fn,0.0,0.01
0.0,0.002159479,7559.0,1,0.0,fn,0.0,0.01
