account_id,loan_amount,loan_duration,loan_payments,loan_status,acc_frequency,day_before_loan,sum_monthly_payment_amount,sum_monthly_payment_amount_in,sum_monthly_payment_amount_out,sum_monthly_payment_out_household,sum_monthly_payment_out_insurrance,sum_monthly_payment_in_interest_credited,sum_monthly_payment_out_payment_for_statement,sum_monthly_payment_out_sanction_interest_neg_bal,count_out_sanction_interest_neg_bal,count_monthly_payment_trans,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount,sum_other_amount_in,sum_other_amount_out,count_other_trans,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
330,331584,48,6908,C,monthly,595,1574.420168,833.8403361,740.5798319,0,0,5.188235294,0.378151261,0,0,0.169747899,24115,0,0,15,182,1568.853782,828.6521008,740.2016807,67,55495,F,26,29,2,0,0,0,95907,0.591,8388,87,2.67,1663
339,468060,60,7801,C,weekly,470,3302.242553,1752.43617,1549.806383,95.65319149,0,8.774468085,0.70212766,0,0,0.238297872,38265,4087,0,30,287,3197.112766,1743.661702,1453.451064,75,102735,F,52,53,2,1,0,0,112709,0.735,8369,117,2.005,2736
344,100980,60,1683,C,monthly,385,956.5688312,539.5012987,417.0675325,110.7818182,0,4.316883117,0.311688312,0,0,0.181818182,15754,4739,0,15,162,841.1584416,535.1844156,305.974026,41,47138,M,34,34,1,0,0,0,387570,1,9897,140,1.78,18708.5
347,187224,24,7801,B,monthly,504,1891.785714,996.3174603,895.468254,0,0,5.283730159,0.357142857,0,0.001984127,0.174603175,8230,0,0,30,165,1886.144841,991.0337302,895.1111111,58,50847,M,52,52,1,0,0,0,114200,0.437,8403,105,5.71,2437.5
349,42816,12,3568,C,monthly,458,594.9868996,317.9017467,277.0851528,101.7467249,0,2.508733624,0.360262009,0,0,0.18558952,7075,4660,0,15,69,490.371179,315.3930131,174.9781659,49,18697,M,62,60,2,0,0,0,226122,0.626,8994,110,4.295,9440
378,230400,60,3840,C,monthly,446,4743.008969,2426.742152,2316.266816,248.8363229,0.058295964,10.15246637,0.470852018,0,0,0.376681614,46296,8537,2,15,259,4483.491031,2416.589686,2066.901345,113,49277,M,38,38,1,0,0,0,228848,0.572,9893,96,4.36,5755
426,252060,60,4201,D,monthly,232,3056.616379,1679.375,1377.241379,161.5732759,0,5.504310345,0.323275862,0,0,0.262931034,43188,7497,0,15,202,2889.215517,1673.87069,1215.344828,44,70097,F,34,34,1,0,0,0,1204953,1,12541,167,0.315,92392
440,84288,48,1756,C,monthly,446,1132.560538,610.5874439,521.9730942,130.6053812,0,3.392376682,0.33632287,0,0,0.19058296,7440,5825,0,15,112,998.2264574,607.1950673,391.0313901,51,39526,F,42,42,1,0,0,0,45714,0.556,8843,113,3.2,853
442,357840,48,7455,D,monthly,102,99.01960784,99.01960784,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,99.01960784,99.01960784,0,2,10100,F,58,58,1,0,0,0,387570,1,9897,140,1.78,18708.5
472,196800,24,8200,D,monthly,199,3035.160804,1613.477387,1421.683417,0,0,4.899497487,0.075376884,0,0,0.115577889,48215,0,0,15,192,3030.18593,1608.577889,1421.60804,17,38166,F,39,39,1,0,0,0,112065,0.694,11277,127,1.32,5083
501,262980,60,4383,C,monthly,369,1109.422764,657.796748,451.6260163,0,0,5.06504065,0.406504065,0,0,0.151761518,8615,0,0,15,138,1103.95122,652.7317073,451.2195122,35,76081,F,33,33,1,0,0,0,53921,0.413,8598,123,2.98,1736
525,210384,48,4383,C,monthly,483,955.9089027,526.0662526,429.8426501,80.17391304,0,5.380952381,0.186335404,0,0,0.122153209,28369,6454,0,15,201,870.1677019,520.6853002,349.4824017,33,46478,F,43,43,1,0,0,0,285387,0.899,10177,81,7.175,9993
544,91152,24,3798,A,monthly,465,1565.339785,825.0107527,740.3290323,0,0,5.397849462,0.322580645,0,0,0.165591398,40615,0,0,15,228,1559.619355,819.6129032,740.0064516,53,39379,M,57,57,1,1,0,0,105058,0.81,9272,118,3.01,4422.5
666,12540,12,1045,A,monthly,623,1025.486356,556.529695,468.9566613,94.76725522,22.99357945,5.410914928,0.361155698,0,0,0.243980738,13688,3936,955,15,213,901.953451,551.1187801,350.8346709,88,54562,F,59,61,2,1,0,0,67298,0.438,8561,110,0.945,1078
675,102240,60,1704,C,monthly,607,777.6326194,417.4514003,360.1812191,157.1169687,0,4.161449753,0.39538715,0,0,0.207578254,12673,6358,0,15,150,615.9588138,413.2899506,202.6688633,75,34783,F,54,56.5,2,1,0,0,109164,0.636,8757,96,3.625,2341.5
718,76944,12,6412,A,monthly,535,1711.233645,910.9943925,800.2392523,14.9271028,124.2074766,3.86728972,0.280373832,0,0,0.205607477,64929,726,6041,15,241,1567.951402,907.1271028,660.8242991,64,59256,F,43,43,1,1,0,0,1204953,1,12541,167,0.315,92392
785,156096,36,4336,C,weekly,187,1681.481283,916.8716578,764.6096257,79.09090909,0,7.262032086,0.320855615,0,0,0.176470588,34525,7395,0,30,222,1594.807487,909.6096257,685.197861,23,28472,M,47,47,1,0,0,0,103347,0.67,9104,123,1.785,2326.5
789,73056,48,1522,C,monthly,290,430.0517241,252.1724138,177.8793103,37.12068966,0,2.979310345,0.25862069,0,0,0.175862069,8609,2153,0,15,98,389.6931034,249.1931034,140.5,32,21546,M,29,25.5,2,0,0,0,119895,0.899,10446,90,8.35,4845
790,208128,48,4336,B,monthly,439,1376.539863,781.0615034,595.4783599,0,0,4.154897494,0.273348519,0,0,0.145785877,19515,0,0,15,142,1372.111617,776.9066059,595.2050114,43,81475,M,48,48,1,1,0,0,387570,1,9897,140,1.78,18708.5
808,215616,48,4492,D,monthly,303,1061.709571,545.1122112,516.5973597,172.2772277,0,5.475247525,0.247524752,0.04620462,0.00660066,0.201320132,15129,11700,0,15,73,883.6633663,539.6369637,344.0264026,31,8641,M,42,42,1,0,0,0,42821,0.484,8173,124,7.01,1358
813,24312,12,2026,A,monthly,455,848.4923077,455.5186813,392.9736264,0,0,4.169230769,0.362637363,0,0,0.171428571,10215,0,0,15,139,843.9604396,451.3494505,392.610989,52,28462,F,44,44,1,0,0,0,93931,0.569,8427,107,1.32,1893.5
816,48624,24,2026,A,monthly,521,2735.429942,1413.771593,1321.658349,103.9692898,0,7.852207294,0.345489443,0,0,0.224568138,99429,4514,0,15,335,2623.262956,1405.919386,1217.34357,76,47994,M,38,38,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
817,538500,60,8975,C,monthly,336,1467.255952,768.2529762,699.0029762,95.9375,0,3.800595238,0.267857143,0,0,0.172619048,29120,4605,0,15,108,1367.25,764.452381,602.797619,35,23271,M,39,39,1,0,0,0,95616,0.514,9307,118,4.115,2828
825,53076,12,4423,A,monthly,333,1158.957958,611.1051051,547.8528529,166.3963964,0,5.291291291,0.315315315,0,0,0.195195195,29330,9235,0,15,91,986.954955,605.8138138,381.1411411,41,21080,M,51,51,1,1,0,0,51428,0.527,8402,120,3.54,1049
846,187104,24,7796,A,monthly,141,3478.992908,2047.574468,1431.41844,0,0,6.219858156,0.212765957,0,0,0.177304965,72615,0,0,15,246,3472.560284,2041.35461,1431.205674,19,86878,F,22,22,1,1,0,0,226122,0.626,8994,110,4.295,9440
854,87216,48,1817,C,monthly,616,711.349026,377.4204545,333.9285714,9.922077922,73.84415584,3.704545455,0.36525974,0,0,0.24025974,8745,382,2843,15,106,623.512987,373.7159091,249.7970779,82,29638,F,45,45,1,0,0,0,145688,0.407,8544,109,1.53,2812.5
873,178500,60,2975,C,monthly,304,571.1578947,317.4802632,253.6776316,17.32894737,36.36513158,2.730263158,0.246710526,0,0,0.210526316,9564,878,2211,15,62,514.4868421,314.75,199.7368421,39,19398,F,28,28,1,0,0,0,182027,0.564,8746,90,3.52,4394
915,309552,48,6449,C,monthly,241,2531.195021,1373.06639,1158.128631,237.1950207,0,5.435684647,0.186721992,0,0,0.145228216,47206,14291,0,15,199,2288.377593,1367.630705,920.746888,21,51799,M,64,64,1,0,0,0,226122,0.626,8994,110,4.295,9440
938,22260,60,371,C,monthly,159,307.408805,252.0628931,55.34591195,0,0,2.283018868,0,0,0,0.094339623,4500,0,0,0,119,305.1257862,249.7798742,55.34591195,11,31278,F,59,59,1,0,0,0,285387,0.899,10177,81,7.175,9993
940,284280,60,4738,C,monthly,561,2478.276292,1323.463458,1154.812834,0,0,7.736185383,0.347593583,0,0,0.167557932,18315,0,0,15,264,2470.192513,1315.727273,1154.465241,64,94617,F,41,40.5,2,0,1,0,114006,0.623,9065,123,4.895,4156.5
960,189060,60,3151,C,after_transaction,203,2635.487685,1487.561576,1147.926108,87.78325123,0,8.339901478,0.985221675,0,0,0.147783251,54949,5940,0,100,343,2538.37931,1479.221675,1059.157635,19,68946,F,41,41,1,1,0,0,149893,0.674,9753,109,4.825,5568
993,108720,60,1812,C,monthly,594,1072.289562,570.9377104,501.3518519,0,0,8.235690236,0.126262626,0,0,0.107744108,68237,0,0,30,521,1063.927609,562.7020202,501.2255892,40,41353,F,33,33,1,1,0,0,77963,0.515,8546,126,3.46,2880
1004,188532,36,5237,C,monthly,648,3538.061728,1786.114198,1751.947531,0,0,6.891975309,0.37037037,0,0,0.228395062,31348,0,0,15,202,3530.799383,1779.222222,1751.57716,113,22145,F,24,24,1,0,0,0,285387,0.899,10177,81,7.175,9993
1011,204000,60,3400,C,monthly,366,1367.844262,735.8196721,632.0245902,154.863388,0,4.295081967,0.286885246,0,0,0.177595628,31500,7085,0,15,126,1208.398907,731.5245902,476.8743169,39,45078,M,55,55,1,0,0,0,77917,0.535,8390,132,2.545,2101
1012,98184,24,4091,A,monthly,111,1174.378378,897.8018018,276.5765766,0,0,8.792792793,0,0,0,0.126126126,18200,0,0,0,482,1165.585586,889.009009,276.5765766,8,68956,F,54,54,1,0,0,0,114200,0.437,8403,105,5.71,2437.5
1068,253200,60,4220,C,monthly,586,1352.977816,717.9556314,635.0221843,121.2542662,16.1774744,4.455631399,0.358361775,0,0,0.228668942,26713,4737,632,15,159,1210.732082,713.5,497.2320819,72,48603,M,63,63,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
1071,253200,60,4220,C,weekly,255,1915.321569,1116.780392,798.5411765,0,0,6.721568627,0.588235294,0,0,0.160784314,7173,0,0,30,70,1908.011765,1110.058824,797.9529412,28,81151,F,49,49,1,0,0,0,228848,0.572,9893,96,4.36,5755
1083,50976,36,1416,C,monthly,496,902.9516129,472.9556452,429.9959677,46.69354839,114.0383065,3.899193548,0.362903226,0,0,0.247983871,10731,1930,4351,15,82,737.9576613,469.0564516,268.9012097,70,21313,M,20,20,1,0,0,0,77917,0.535,8390,132,2.545,2101
1093,385104,48,8023,C,monthly,516,3365.209302,1732.732558,1632.476744,258.5135659,0,4.949612403,0.348837209,0,0,0.197674419,54100,10261,0,15,134,3101.397287,1727.782946,1373.614341,61,62000,F,43,43,1,0,0,0,387570,1,9897,140,1.78,18708.5
1106,192552,24,8023,B,weekly,440,669.3045455,359.9068182,309.3977273,0,0,3.329545455,0.409090909,0,0,0.115909091,9230,0,0,30,110,665.5659091,356.5772727,308.9886364,31,22256,F,36,36,1,0,0,0,70646,0.584,8547,120,3.12,1552.5
1166,149040,48,3105,A,monthly,292,1235.726027,650.4520548,585.2739726,75.29109589,0,4.188356164,0.256849315,0,0,0.184931507,29912,4397,0,15,127,1155.989726,646.2636986,509.7260274,35,19048,F,31,31,1,0,0,0,75637,0.365,9622,154,0.495,3502
1242,128544,24,5356,C,after_transaction,287,1632.487805,870.3972125,762.0905923,85.54006969,7.351916376,6.222996516,2.090592334,0,0,0.209059233,13844,4910,422,100,107,1531.28223,864.174216,667.1080139,34,31182,F,48,48,1,0,0,0,323870,1,10673,100,5.07,18564.5
1244,35904,48,748,C,monthly,296,398.1554054,228.9087838,169.2466216,15.25337838,5.486486486,2.625,0.202702703,0,0,0.199324324,8060,903,406,15,81,374.5878378,226.2837838,148.3040541,38,17662,M,53,53,1,0,0,0,228848,0.572,9893,96,4.36,5755
1247,99696,48,2077,D,monthly,646,1958.851393,1004.939628,953.9117647,0,0,4.224458204,0.278637771,0,0.001547988,0.167182663,26215,0,0,15,66,1954.348297,1000.71517,953.6331269,81,32967,F,28,28,1,0,0,0,88757,0.617,8554,113,2.54,2020
1250,182640,48,3805,C,monthly,242,1525.227273,811.9876033,713.2396694,0.756198347,0,3.876033058,0.185950413,0,0,0.165289256,23345,61,0,15,163,1520.409091,808.1115702,712.2975207,27,23898,F,57,57,1,0,0,0,145688,0.407,8544,109,1.53,2812.5
1252,148140,36,4115,C,weekly,615,1702.663415,872.6520325,830.0113821,0,0,5.185365854,0.780487805,0,0,0.191869919,31605,0,0,30,138,1696.697561,867.4666667,829.2308943,82,26252,F,37,37,1,0,0,0,53921,0.413,8598,123,2.98,1736
1256,71064,36,1974,A,monthly,403,1044.91067,561.4069479,483.5037221,26.30769231,0,3.818858561,0.297766749,0,0,0.213399504,16483,1178,0,15,139,1014.486352,557.5880893,456.898263,57,31397,F,53,53,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
1270,74772,36,2077,C,after_transaction,389,894.3136247,489.8020566,404.5115681,85.59383033,0,3.868894602,2.313624679,0,0,0.18251928,8362,4162,0,200,211,802.5372751,485.933162,316.6041131,41,33277,M,39,39,1,0,0,0,157042,0.339,8743,111,2.115,3776.5
1284,52512,12,4376,C,monthly,521,2085.963532,1082.358925,1003.604607,0,0,5.719769674,0.316698656,0,0,0.166986564,4615,0,0,15,171,2079.927063,1076.639155,1003.287908,63,41050,M,55,55,1,0,0,0,157042,0.339,8743,111,2.115,3776.5
1318,185544,36,5154,C,monthly,293,904.8737201,475.8054608,429.0682594,59.22866894,6.877133106,3.153583618,0.102389078,0,0,0.119453925,39966,17354,2015,15,93,835.5119454,472.6518771,362.8600683,23,13694,M,60,60,1,0,0,0,124605,0.46,8772,126,4.79,3006
1329,23520,12,1960,A,monthly,355,778.3830986,416.0732394,362.3098592,66.41126761,0,3.022535211,0.295774648,0,0,0.177464789,10964,3368,0,15,84,708.6535211,413.0507042,295.6028169,38,19102,M,58,56.5,2,0,0,0,107911,0.509,8240,99,3.03,1876.5
1374,389136,48,8107,C,monthly,354,3367.841808,1795.172316,1572.669492,0,0,6.833333333,0.296610169,0,0,0.175141243,68232,0,0,15,213,3360.711864,1788.338983,1572.372881,44,88470,M,32,32,1,0,0,0,107911,0.509,8240,99,3.03,1876.5
1375,45336,24,1889,A,monthly,489,1397.721881,739.593047,658.1288344,145.5214724,0,5.460122699,0.337423313,0,0,0.18404908,20745,5930,0,15,197,1246.402863,734.1329243,512.2699387,52,40940,M,42,42,1,0,0,0,51428,0.527,8402,120,3.54,1049
1389,125472,24,5228,C,monthly,393,2701.333333,1372.638677,1328.694656,178.4631043,0,5.312977099,0.458015267,0,0,0.246819338,14291,6376,0,15,90,2517.099237,1367.3257,1149.773537,61,17288,M,59,59,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
1407,125472,24,5228,C,after_transaction,281,4131.423488,2140.715302,1990.708185,423.6868327,0,8.334519573,2.846975089,0,0,0.274021352,116382,14882,0,100,365,3696.55516,2132.380783,1564.174377,52,42152,F,53,54,2,0,0,0,51428,0.527,8402,120,3.54,1049
1447,100080,48,2085,C,monthly,103,521.7669903,406.2330097,115.5339806,0,0,2.116504854,0,0,0,0.097087379,8800,0,0,0,114,519.6504854,404.1165049,115.5339806,7,29943,F,34,34,1,0,0,0,114200,0.437,8403,105,5.71,2437.5
1480,123300,36,3425,C,weekly,565,2114.230088,1101.00885,1013.221239,0,0,4.863716814,0.530973451,0,0,0.159292035,89358,0,0,30,289,2108.835398,1096.145133,1012.690265,66,49599,F,54,54,1,1,0,0,118650,0.856,9832,114,3.89,5958
1498,165780,60,2763,C,weekly,607,1805.769357,938.6046129,867.1647446,0,0,10.11037891,0.444810544,0.039538715,0.003294893,0.18616145,29330,0,0,30,518,1795.174629,928.4942339,866.6803954,66,68800,M,48,48,1,0,0,0,145688,0.407,8544,109,1.53,2812.5
1527,164052,36,4557,B,after_transaction,367,2091.558583,1074.133515,1017.425068,0,0,5.40599455,2.72479564,0,0.002724796,0.177111717,13900,0,0,100,111,2083.427793,1068.72752,1014.700272,42,20811,F,24,24,1,0,0,0,51313,0.592,8930,108,3.85,1390
1528,191088,48,3981,C,monthly,408,1294.752451,694.4215686,600.3308824,189.4607843,0,4.845588235,0.330882353,0,0,0.191176471,22015,7700,0,15,135,1100.115196,689.5759804,410.5392157,47,38392,M,37,37,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
1580,194256,24,8094,C,monthly,689,2491.792453,1295.05225,1196.740203,0,0,5.808417997,0.391872279,0,0,0.194484761,24715,0,0,15,275,2485.592163,1289.243832,1196.348331,95,67743,M,31,31,1,1,0,0,42821,0.484,8173,124,7.01,1358
1583,388512,48,8094,D,after_transaction,646,1359.645511,709.7755418,649.869969,0,0,2.430340557,3.095975232,0.057275542,0.00619195,0.185758514,42600,0,0,100,109,1354.06192,707.3452012,646.7167183,75,38697,F,30,30,1,0,0,0,42821,0.484,8173,124,7.01,1358
1603,78936,12,6578,A,monthly,273,608.8388278,349.4761905,259.3626374,34.56410256,0,3.655677656,0.274725275,0,0,0.186813187,12161,2359,0,15,117,570.3443223,345.8205128,224.5238095,33,24601,F,42,42,1,0,0,0,1204953,1,12541,167,0.315,92392
1638,64224,24,2676,C,weekly,440,864.2931818,459.0295455,405.2636364,88.62727273,0,7.934090909,0.272727273,0,0,0.106818182,12279,9749,0,30,120,767.4590909,451.0954545,316.3636364,25,23653,M,62,59.5,2,0,0,0,77963,0.515,8546,126,3.46,2880
1656,189792,48,3954,C,monthly,635,1661.151181,860.1795276,800.9716535,305.2094488,0,5.163779528,0.377952756,0,0,0.201574803,18128,12113,0,15,146,1350.4,855.015748,495.384252,76,37600,M,59,59,1,0,0,0,162580,0.728,9538,111,1.655,5744.5
1698,141948,36,3943,C,monthly,114,786.3245614,600.3596491,185.9649123,0,0,3.043859649,0,0,0,0.087719298,16200,0,0,0,177,783.2807018,597.3157895,185.9649123,7,47240,F,49,49,1,1,0,0,228848,0.572,9893,96,4.36,5755
1718,172272,24,7178,C,monthly,331,2981.918429,1600.570997,1381.347432,262.0422961,0,7.108761329,0.271903323,0,0,0.166163142,56671,14456,0,15,276,2712.495468,1593.462236,1119.033233,33,72564,M,56,56,1,0,0,0,161227,0.697,8678,102,5.735,4787.5
1762,248148,36,6893,A,monthly,503,1301.00994,691.3638171,609.6461233,18.65407555,43.12524851,5.009940358,0.328031809,0,0,0.238568588,16252,853,1972,15,148,1233.892644,686.3538767,547.5387674,72,41109,F,59,59,1,0,0,0,72541,0.369,8594,112,1.805,1552.5
1766,30060,60,501,C,monthly,651,1388.290323,731.4086022,656.8817204,113.6728111,1.279569892,5.614439324,0.391705069,0,0,0.285714286,24150,4353,49,15,143,1267.331797,725.7941628,541.5376344,114,48523,M,48,48,1,1,0,0,72541,0.369,8594,112,1.805,1552.5
1772,202788,36,5633,C,weekly,387,3294.979328,1752.94832,1542.031008,278.9302326,0,6.475452196,0.620155039,0,0,0.204134367,41818,23988,0,30,212,3008.953488,1746.472868,1262.48062,50,81624,F,46,46,1,0,0,0,51313,0.592,8930,108,3.85,1390
1776,43200,24,1800,C,monthly,304,862.0625,492.9013158,369.1611842,93.91447368,0,4.003289474,0.246710526,0,0,0.177631579,12325,5710,0,15,165,763.8980263,488.8980263,275,35,37619,F,50,50,1,0,0,0,159617,0.852,9198,131,3.79,5964
1787,96396,12,8033,B,weekly,105,191.4285714,191.4285714,0,0,0,0,0,0,0,0.038095238,0,0,0,0,0,191.4285714,191.4285714,0,4,20100,F,52,52,1,0,0,0,94812,0.818,9650,100,3.485,2894.5
1801,165960,36,4610,A,monthly,148,2753.918919,1553.337838,1200.581081,56.31081081,19.37837838,5.695945946,0.304054054,0,0,0.25,15257,4167,956,15,128,2672.22973,1547.641892,1124.587838,24,52209,M,31,31,1,0,0,0,112709,0.735,8369,117,2.005,2736
1808,385584,48,8033,C,monthly,502,1881.422311,958.7450199,922.6772908,0,0,6.358565737,0.239043825,0,0,0.155378486,40458,0,0,15,360,1874.824701,952.3864542,922.438247,58,18109,M,25,22.5,2,0,0,0,72541,0.369,8594,112,1.805,1552.5
1811,239460,60,3991,C,monthly,274,1626.744526,879.5036496,747.2408759,61.40145985,0,4.5,0.218978102,0,0,0.167883212,37266,4206,0,15,128,1560.624088,875.0036496,685.620438,30,36241,F,57,57,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
1819,143676,36,3991,C,weekly,447,953.2147651,495.0380313,458.1767338,15.12751678,129.2416107,4.946308725,0.469798658,0,0,0.161073826,10485,966,8253,30,65,803.4295302,490.0917226,313.3378076,37,16474,M,47,47,1,0,0,0,157042,0.339,8743,111,2.115,3776.5
1843,105804,36,2939,A,monthly,185,1115.286486,650.3243243,464.9621622,75.61081081,0,4.335135135,0.162162162,0,0,0.135135135,22809,6994,0,15,178,1035.178378,645.9891892,389.1891892,16,34307,F,59,59,1,1,0,0,107870,0.58,8754,137,4.055,3836
1862,396120,60,6602,C,weekly,550,2663.129091,1412.12,1251.009091,0,0,6.856363636,0.709090909,0,0,0.172727273,30251,0,0,30,304,2655.563636,1405.263636,1250.3,65,88610,F,49,49,1,1,0,0,51428,0.527,8402,120,3.54,1049
