y_true,probs,account_id
0.0,0.092945024,9024.0
0.0,0.012494812,9030.0
0.0,0.2500032,9031.0
0.0,0.12524222,9034.0
0.0,0.023536434,9037.0
1.0,0.96820325,9052.0
0.0,0.04573121,9093.0
0.0,0.16693565,9104.0
1.0,0.97963685,9138.0
0.0,0.024763504,9140.0
0.0,0.0060623446,9153.0
0.0,0.92105967,9156.0
0.0,0.012680325,9159.0
0.0,0.43493122,9167.0
0.0,0.053190164,9179.0
0.0,0.776363,9188.0
1.0,0.77849287,9199.0
0.0,0.048770968,9201.0
0.0,0.8768563,9208.0
0.0,0.026078876,9225.0
0.0,0.3240611,9227.0
0.0,0.008494158,9235.0
0.0,0.95289963,9236.0
0.0,0.02346905,9241.0
0.0,0.019595247,9242.0
0.0,0.10520037,9263.0
0.0,0.049686875,9265.0
0.0,0.02689844,9307.0
0.0,0.9761237,9337.0
0.0,0.08065535,9353.0
0.0,0.014860487,9377.0
0.0,0.018481666,9403.0
0.0,0.35036743,9422.0
0.0,0.15111937,9424.0
0.0,0.008976322,9433.0
0.0,0.0109907985,9455.0
0.0,0.023555286,9472.0
0.0,0.07107509,9491.0
0.0,0.21736681,9493.0
0.0,0.39506954,9494.0
0.0,0.025289329,9504.0
0.0,0.077847734,9510.0
0.0,0.037169334,9513.0
0.0,0.08605405,9548.0
0.0,0.8263632,9560.0
0.0,0.050729733,9583.0
0.0,0.10210368,9591.0
0.0,0.05213948,9627.0
0.0,0.25212264,9631.0
1.0,0.9161873,9633.0
0.0,0.14812624,9640.0
0.0,0.19021098,9645.0
0.0,0.16178203,9646.0
0.0,0.14194766,9656.0
0.0,0.0074871616,9673.0
0.0,0.07689117,9677.0
0.0,0.15573514,9730.0
0.0,0.02219816,9731.0
1.0,0.988734,9750.0
0.0,0.018364793,9790.0
0.0,0.83934647,9814.0
0.0,0.05051418,9828.0
0.0,0.3933001,9833.0
0.0,0.03332712,9859.0
0.0,0.008076976,9869.0
0.0,0.07201302,9897.0
0.0,0.01580982,9928.0
0.0,0.010661203,10001.0
0.0,0.23230033,10005.0
0.0,0.1509565,10019.0
0.0,0.033628363,10022.0
0.0,0.19615531,10049.0
0.0,0.54254216,10063.0
0.0,0.02055847,10065.0
0.0,0.10590049,10068.0
0.0,0.036211237,10079.0
0.0,0.025654742,10093.0
0.0,0.2698342,10105.0
1.0,0.5702794,10131.0
0.0,0.23511837,10134.0
0.0,0.018598562,10148.0
0.0,0.7702656,10202.0
0.0,0.019758064,10215.0
0.0,0.03248514,10233.0
0.0,0.094114,10243.0
0.0,0.040277608,10257.0
1.0,0.28961062,10266.0
0.0,0.015047039,10280.0
0.0,0.04677768,10297.0
0.0,0.35051355,10320.0
0.0,0.18732756,10345.0
0.0,0.0944473,10351.0
0.0,0.09175736,10361.0
0.0,0.016336871,10364.0
1.0,0.9919897,10365.0
0.0,0.013694532,10404.0
0.0,0.80767506,10411.0
0.0,0.2448456,10436.0
0.0,0.7328094,10439.0
0.0,0.040663674,10440.0
0.0,0.009214436,10445.0
1.0,0.7471589,10451.0
0.0,0.5177618,10478.0
0.0,0.03173975,10493.0
0.0,0.19519418,10520.0
0.0,0.015875893,10613.0
0.0,0.34852374,10630.0
0.0,0.20205377,10644.0
0.0,0.19908577,10645.0
0.0,0.31863013,10650.0
0.0,0.040310588,10652.0
0.0,0.031883556,10663.0
0.0,0.22451578,10679.0
0.0,0.028461918,10711.0
0.0,0.06275894,10728.0
0.0,0.15920769,10738.0
0.0,0.016599864,10762.0
0.0,0.3373656,10774.0
0.0,0.5035146,10788.0
0.0,0.012160303,10789.0
0.0,0.04420273,10799.0
0.0,0.098727666,10807.0
0.0,0.034155257,10812.0
1.0,0.8712041,10857.0
0.0,0.29662552,10884.0
0.0,0.03313107,10905.0
0.0,0.022105027,10911.0
0.0,0.5880177,10915.0
0.0,0.122896455,10940.0
0.0,0.050514627,10942.0
0.0,0.023022706,10954.0
0.0,0.02103667,10963.0
0.0,0.05994216,10973.0
0.0,0.10226588,11013.0
1.0,0.98855686,11021.0
0.0,0.046701804,11027.0
0.0,0.010148962,11042.0
0.0,0.17063819,11054.0
0.0,0.031614643,11065.0
0.0,0.02158778,11069.0
0.0,0.077313244,11079.0
0.0,0.095316954,11096.0
0.0,0.04609275,11111.0
0.0,0.9547615,11135.0
0.0,0.0891617,11138.0
0.0,0.047655344,11141.0
0.0,0.011305377,11186.0
0.0,0.15901276,11231.0
0.0,0.4535431,11244.0
0.0,0.7103241,11265.0
0.0,0.024881495,11271.0
0.0,0.17918724,11317.0
0.0,0.009701615,11327.0
0.0,0.053159304,11328.0
0.0,0.3628704,11349.0
0.0,0.21389793,11359.0
0.0,0.13083938,11362.0
